bank_difference,native_class,hand,entry_mass,contrast,count,mean_bb,paired_descriptive_se_bb
first-new minus first-old,160,A6s,0.00287664555405943,raise_minus_call,169,-4.60575540590617,1.4136015839341942
first-new minus first-old,161,A7s,0.0028655407057624678,call_minus_fold,193,0.1536165745224924,0.4024566033065373
first-new minus first-old,161,A7s,0.0028655407057624678,raise_minus_fold,193,-0.7559320798181983,1.6580591836615755
first-new minus first-old,161,A7s,0.0028655407057624678,raise_minus_call,193,-0.909548654340691,1.6369246503026165
first-new minus first-old,162,A8s,0.002854096463089066,call_minus_fold,201,-0.14660431718441294,0.6217449724804083
first-new minus first-old,162,A8s,0.002854096463089066,raise_minus_fold,201,-1.3401398784189988,2.2320161182048404
first-new minus first-old,162,A8s,0.002854096463089066,raise_minus_call,201,-1.1935355612345866,2.3628921427196112
first-new minus first-old,163,A9s,0.0028322345637362746,call_minus_fold,195,0.5813731862038428,0.8679422083516078
first-new minus first-old,163,A9s,0.0028322345637362746,raise_minus_fold,195,1.6800891507440208,1.712252217456255
first-new minus first-old,163,A9s,0.0028322345637362746,raise_minus_call,195,1.098715964540178,1.8387594491719579
first-new minus first-old,164,ATs,0.0028186729016320797,call_minus_fold,170,-0.9748542849187665,0.8020287202904943
first-new minus first-old,164,ATs,0.0028186729016320797,raise_minus_fold,170,0.3754316953880978,1.2965752288601993
first-new minus first-old,164,ATs,0.0028186729016320797,raise_minus_call,170,1.350285980306864,1.2870539588195298
first-new minus first-old,165,AJs,0.0028122821203068987,call_minus_fold,177,-4.276152126715064,0.8936526496813199
first-new minus first-old,165,AJs,0.0028122821203068987,raise_minus_fold,177,2.444596351008863,2.2558153601504416
first-new minus first-old,165,AJs,0.0028122821203068987,raise_minus_call,177,6.7207484777239275,2.243704787816497
first-new minus first-old,166,AQs,0.002782065810743854,call_minus_fold,165,-0.24138368362638993,1.3682018387823693
first-new minus first-old,166,AQs,0.002782065810743854,raise_minus_fold,165,-7.876552101164729,2.003970202859594
first-new minus first-old,166,AQs,0.002782065810743854,raise_minus_call,165,-7.63516841753834,2.168813648727511
first-new minus first-old,167,AKs,0.002752040727766573,call_minus_fold,166,0.09303789291214733,0.32075193562498217
first-new minus first-old,167,AKs,0.002752040727766573,raise_minus_fold,166,0.34210633626813597,2.2803813007478633
first-new minus first-old,167,AKs,0.002752040727766573,raise_minus_call,166,0.2490684433559887,2.2774710788192065
first-new minus first-old,168,AA,0.003972108648688113,call_minus_fold,247,0.18507128734753456,0.1875814673601643
first-new minus first-old,168,AA,0.003972108648688113,raise_minus_fold,247,-3.007426745842478,2.611932247766541
first-new minus first-old,168,AA,0.003972108648688113,raise_minus_call,247,-3.1924980331900126,2.576888099701848
repeat-old minus first-old,0,22,0.004790793724696479,call_minus_fold,311,3.011088258468973,0.9831403936705718
repeat-old minus first-old,0,22,0.004790793724696479,raise_minus_fold,311,2.78738625990001,1.6327259421143636
repeat-old minus first-old,0,22,0.004790793724696479,raise_minus_call,311,-0.22370199856896303,1.4191236195482497
repeat-old minus first-old,1,32o,0.009512847260521819,call_minus_fold,637,0.6932319852070862,0.29541163552312794
repeat-old minus first-old,1,32o,0.009512847260521819,raise_minus_fold,637,3.0094940877174516,0.8928359344787719
repeat-old minus first-old,1,32o,0.009512847260521819,raise_minus_call,637,2.3162621025103656,0.897793928728835
repeat-old minus first-old,2,42o,0.009506641694301852,call_minus_fold,612,-2.065385636148959,0.868837961613702
repeat-old minus first-old,2,42o,0.009506641694301852,raise_minus_fold,612,8.810943593067506,0.7563988967244785
repeat-old minus first-old,2,42o,0.009506641694301852,raise_minus_call,612,10.876329229216465,1.207649275716069
repeat-old minus first-old,3,52o,0.009429105229310572,call_minus_fold,620,-0.08715177596964528,0.21845770039314588
repeat-old minus first-old,3,52o,0.009429105229310572,raise_minus_fold,620,-3.9156684725995383,0.7678364869945469
repeat-old minus first-old,3,52o,0.009429105229310572,raise_minus_call,620,-3.828516696629894,0.7488705520616605
repeat-old minus first-old,4,62o,0.009429352148007004,call_minus_fold,605,0.21874199690392584,0.24859175793094368
repeat-old minus first-old,4,62o,0.009429352148007004,raise_minus_fold,605,0.8560365704318744,0.719165903582225
repeat-old minus first-old,4,62o,0.009429352148007004,raise_minus_call,605,0.6372945735279486,0.6548255998479107
repeat-old minus first-old,5,72o,0.009396037340559372,call_minus_fold,627,-0.1886939364649918,0.2277358576739351
repeat-old minus first-old,5,72o,0.009396037340559372,raise_minus_fold,627,-5.718956214143764,0.822061444315747
repeat-old minus first-old,5,72o,0.009396037340559372,raise_minus_call,627,-5.530262277678773,0.831475470583865
repeat-old minus first-old,6,82o,0.009361703242193552,call_minus_fold,627,-1.2315388317718523,0.3288577378168373
repeat-old minus first-old,6,82o,0.009361703242193552,raise_minus_fold,627,-4.843959591977429,0.6924961598895998
repeat-old minus first-old,6,82o,0.009361703242193552,raise_minus_call,627,-3.6124207602055765,0.7005875302419551
repeat-old minus first-old,7,92o,0.009296117200453959,call_minus_fold,643,-3.83537911380329,0.6197291471232673
repeat-old minus first-old,7,92o,0.009296117200453959,raise_minus_fold,643,2.055734413655603,0.6989297314672809
repeat-old minus first-old,7,92o,0.009296117200453959,raise_minus_call,643,5.891113527458892,0.8388443548515558
repeat-old minus first-old,8,T2o,0.009255431872587724,call_minus_fold,612,-4.977913737434216,0.7282049249029223
repeat-old minus first-old,8,T2o,0.009255431872587724,raise_minus_fold,612,3.17793633012106,0.9786973773047852
repeat-old minus first-old,8,T2o,0.009255431872587724,raise_minus_call,612,8.155850067555276,1.3133940035993534
repeat-old minus first-old,9,J2o,0.009236259296157876,call_minus_fold,592,0.56462010928409,0.29398309796691674
repeat-old minus first-old,9,J2o,0.009236259296157876,raise_minus_fold,592,2.4311194605611535,0.7355947107452271
repeat-old minus first-old,9,J2o,0.009236259296157876,raise_minus_call,592,1.8664993512770638,0.7510011479855709
repeat-old minus first-old,10,Q2o,0.009145610283355409,call_minus_fold,580,0.9867226776202644,0.3845722069827257
repeat-old minus first-old,10,Q2o,0.009145610283355409,raise_minus_fold,580,11.047960693727696,0.9034431460447303
repeat-old minus first-old,10,Q2o,0.009145610283355409,raise_minus_call,580,10.061238016107431,0.8862378883887523
repeat-old minus first-old,11,K2o,0.009055534566697113,call_minus_fold,619,-0.22341526458087488,0.32040865848654687
repeat-old minus first-old,11,K2o,0.009055534566697113,raise_minus_fold,619,5.859299141023103,1.1834513959659592
repeat-old minus first-old,11,K2o,0.009055534566697113,raise_minus_call,619,6.082714405603977,1.1269385483712866
repeat-old minus first-old,12,A2o,0.008750471453727546,call_minus_fold,581,1.7000331014558394,0.4923700580974054
repeat-old minus first-old,12,A2o,0.008750471453727546,raise_minus_fold,581,4.00606537443052,1.1009571930071544
repeat-old minus first-old,12,A2o,0.008750471453727546,raise_minus_call,581,2.3060322729746803,1.0504358853782263
repeat-old minus first-old,13,32s,0.00317094900525911,call_minus_fold,197,0.5670761544161226,0.40583339910216615
repeat-old minus first-old,13,32s,0.00317094900525911,raise_minus_fold,197,7.570838629554936,1.2007723579428282
repeat-old minus first-old,13,32s,0.00317094900525911,raise_minus_call,197,7.003762475138814,1.318628664173562
repeat-old minus first-old,14,33,0.00474131789843658,call_minus_fold,334,0.02633213757038787,0.42363358888534175
repeat-old minus first-old,14,33,0.00474131789843658,raise_minus_fold,334,-3.9779172930317244,1.1851020088517545
repeat-old minus first-old,14,33,0.00474131789843658,raise_minus_call,334,-4.004249430602113,1.1382227050044786
repeat-old minus first-old,15,43o,0.009457166113881007,call_minus_fold,591,-0.6979839665619695,0.2569019492158937
repeat-old minus first-old,15,43o,0.009457166113881007,raise_minus_fold,591,8.590035356090759,0.877057749293714
repeat-old minus first-old,15,43o,0.009457166113881007,raise_minus_call,591,9.288019322652728,0.8742367103603116
repeat-old minus first-old,16,53o,0.009379629648889725,call_minus_fold,619,-0.5015606101408099,0.24107553005911073
repeat-old minus first-old,16,53o,0.009379629648889725,raise_minus_fold,619,0.6646983234079066,0.6564065270362233
repeat-old minus first-old,16,53o,0.009379629648889725,raise_minus_call,619,1.1662589335487166,0.6884794364336828
repeat-old minus first-old,17,63o,0.00937987656758616,call_minus_fold,601,-0.7807241998872924,0.33850324252803765
repeat-old minus first-old,17,63o,0.00937987656758616,raise_minus_fold,601,-0.28755258657898247,0.5966802740037972
repeat-old minus first-old,17,63o,0.00937987656758616,raise_minus_call,601,0.4931716133083101,0.637591014841545
repeat-old minus first-old,18,73o,0.009346561760138525,call_minus_fold,640,-0.49503630524746517,0.35093869075685497
repeat-old minus first-old,18,73o,0.009346561760138525,raise_minus_fold,640,-3.708249553918504,0.6698746995176326
repeat-old minus first-old,18,73o,0.009346561760138525,raise_minus_call,640,-3.213213248671039,0.7059292045260429
repeat-old minus first-old,19,83o,0.009312227661772707,call_minus_fold,588,-2.290345789769169,0.3849319367383293
repeat-old minus first-old,19,83o,0.009312227661772707,raise_minus_fold,588,8.634223798370266,0.9649724032164969
repeat-old minus first-old,19,83o,0.009312227661772707,raise_minus_call,588,10.924569588139436,0.9908075164615754
repeat-old minus first-old,20,93o,0.009246641620033112,call_minus_fold,608,-0.13004579915726455,0.23548836095979386
repeat-old minus first-old,20,93o,0.009246641620033112,raise_minus_fold,608,0.45784183136038364,0.6449800405500777
repeat-old minus first-old,20,93o,0.009246641620033112,raise_minus_call,608,0.5878876305176481,0.6548749528936544
repeat-old minus first-old,21,T3o,0.009205956292166879,call_minus_fold,589,-0.6921401733534414,0.35271737049983654
repeat-old minus first-old,21,T3o,0.009205956292166879,raise_minus_fold,589,3.245380834546278,1.1113102793474252
repeat-old minus first-old,21,T3o,0.009205956292166879,raise_minus_call,589,3.93752100789972,1.0523756059914318
repeat-old minus first-old,22,J3o,0.00918678371573703,call_minus_fold,640,2.8004372836446056,0.49272496952556916
repeat-old minus first-old,22,J3o,0.00918678371573703,raise_minus_fold,640,2.9836573194297835,0.6539287219794315
repeat-old minus first-old,22,J3o,0.00918678371573703,raise_minus_call,640,0.183220035785178,0.7279614304812434
repeat-old minus first-old,23,Q3o,0.009096134702934562,call_minus_fold,606,-4.535877654780971,0.736947084617351
repeat-old minus first-old,23,Q3o,0.009096134702934562,raise_minus_fold,606,2.2236842251451194,0.6968441325348168
repeat-old minus first-old,23,Q3o,0.009096134702934562,raise_minus_call,606,6.75956187992609,0.9877187220539909
repeat-old minus first-old,24,K3o,0.009006058986276266,call_minus_fold,578,-0.20721323475140832,0.32048464638364527
repeat-old minus first-old,24,K3o,0.009006058986276266,raise_minus_fold,578,7.1794428854380286,0.7603864398650838
repeat-old minus first-old,24,K3o,0.009006058986276266,raise_minus_call,578,7.3866561201894365,0.7508161325112783
repeat-old minus first-old,25,A3o,0.00871117416475761,call_minus_fold,564,0.6354910114261191,0.38358075490594157
repeat-old minus first-old,25,A3o,0.00871117416475761,raise_minus_fold,564,-0.9241319494565774,0.9756051665319435
repeat-old minus first-old,25,A3o,0.00871117416475761,raise_minus_call,564,-1.5596229608826964,0.9515727386545596
repeat-old minus first-old,26,42s,0.0031688804832390063,call_minus_fold,218,0.15831750221490135,0.43087152906771636
repeat-old minus first-old,26,42s,0.0031688804832390063,raise_minus_fold,218,2.122997683002667,0.9857447424772249
repeat-old minus first-old,26,42s,0.0031688804832390063,raise_minus_call,218,1.9646801807877654,1.0558948929320457
repeat-old minus first-old,27,43s,0.0031523886235230235,call_minus_fold,234,-1.0004928053780782,0.5779781158216093
repeat-old minus first-old,27,43s,0.0031523886235230235,raise_minus_fold,234,4.633872131114969,1.6118102399190593
repeat-old minus first-old,27,43s,0.0031523886235230235,raise_minus_call,234,5.634364936493047,1.421142218079951
repeat-old minus first-old,28,44,0.004735112089351418,call_minus_fold,323,0.12294776966269969,0.5260374945817878
repeat-old minus first-old,28,44,0.004735112089351418,raise_minus_fold,323,-0.08021782062334046,1.009104377448467
repeat-old minus first-old,28,44,0.004735112089351418,raise_minus_call,323,-0.20316559028604012,1.0260027754443504
repeat-old minus first-old,29,54o,0.00937342408266976,call_minus_fold,621,-0.5112104399791838,0.3056806030519515
repeat-old minus first-old,29,54o,0.00937342408266976,raise_minus_fold,621,1.514119269492031,0.6592140850446943
repeat-old minus first-old,29,54o,0.00937342408266976,raise_minus_call,621,2.025329709471215,0.695400640655376
repeat-old minus first-old,30,64o,0.009373671001366192,call_minus_fold,579,-0.09046715780815942,0.3979376530955972
repeat-old minus first-old,30,64o,0.009373671001366192,raise_minus_fold,579,0.46385062465415355,0.6925028888887472
repeat-old minus first-old,30,64o,0.009373671001366192,raise_minus_call,579,0.5543177824623129,0.6991704539709226
repeat-old minus first-old,31,74o,0.00934035619391856,call_minus_fold,611,1.6208990832260548,0.3936876910835014
repeat-old minus first-old,31,74o,0.00934035619391856,raise_minus_fold,611,5.044774476161988,0.9165318874746203
repeat-old minus first-old,31,74o,0.00934035619391856,raise_minus_call,611,3.423875392935934,0.8168984189897571
repeat-old minus first-old,32,84o,0.009306022095552742,call_minus_fold,613,-0.22501605162202212,0.2951328521019999
repeat-old minus first-old,32,84o,0.009306022095552742,raise_minus_fold,613,-0.2633014814276702,0.9313051769701599
repeat-old minus first-old,32,84o,0.009306022095552742,raise_minus_call,613,-0.03828542980564809,0.906623436971654
repeat-old minus first-old,33,94o,0.009240436053813146,call_minus_fold,611,-0.5405256541677893,0.29659296510100797
repeat-old minus first-old,33,94o,0.009240436053813146,raise_minus_fold,611,1.0616906404726882,0.8486467908063223
repeat-old minus first-old,33,94o,0.009240436053813146,raise_minus_call,611,1.6022162946404774,0.8438032666226828
repeat-old minus first-old,34,T4o,0.009199750725946912,call_minus_fold,557,3.276712327735662,0.5344078113701232
repeat-old minus first-old,34,T4o,0.009199750725946912,raise_minus_fold,557,4.124554158434712,1.2222011215196504
repeat-old minus first-old,34,T4o,0.009199750725946912,raise_minus_call,557,0.8478418306990507,1.2857225866365152
repeat-old minus first-old,35,J4o,0.009180578149517064,call_minus_fold,625,0.24485860354669725,0.22418085441819627
repeat-old minus first-old,35,J4o,0.009180578149517064,raise_minus_fold,625,-6.607974187688533,0.8852673180249847
repeat-old minus first-old,35,J4o,0.009180578149517064,raise_minus_call,625,-6.85283279123523,0.8349656541020375
repeat-old minus first-old,36,Q4o,0.009089929136714596,call_minus_fold,578,-0.46731286162627106,0.33223650092271956
repeat-old minus first-old,36,Q4o,0.009089929136714596,raise_minus_fold,578,-6.651676714630373,1.013014093577546
repeat-old minus first-old,36,Q4o,0.009089929136714596,raise_minus_call,578,-6.184363853004101,0.9939413605340939
repeat-old minus first-old,37,K4o,0.0089998534200563,call_minus_fold,598,-1.6924010139261574,0.5594379937423944
repeat-old minus first-old,37,K4o,0.0089998534200563,raise_minus_fold,598,0.6774204776137424,0.6411018446812502
repeat-old minus first-old,37,K4o,0.0089998534200563,raise_minus_call,598,2.3698214915399,0.7528610744381391
repeat-old minus first-old,38,A4o,0.008706783739295723,call_minus_fold,553,0.6529621364214737,0.5400105013342585
repeat-old minus first-old,38,A4o,0.008706783739295723,raise_minus_fold,553,6.119371484904579,0.736361837661713
repeat-old minus first-old,38,A4o,0.008706783739295723,raise_minus_call,553,5.466409348483106,0.7969552550103705
repeat-old minus first-old,39,52s,0.0031430349955735267,call_minus_fold,218,8.438935452739058,1.4750197430759264
repeat-old minus first-old,39,52s,0.0031430349955735267,raise_minus_fold,218,-1.1228815644412993,1.5258795785193409
repeat-old minus first-old,39,52s,0.0031430349955735267,raise_minus_call,218,-9.561817017180358,2.109288231490031
repeat-old minus first-old,40,53s,0.0031265820393601806,call_minus_fold,185,-2.076251848082847,0.7932428188398422
repeat-old minus first-old,40,53s,0.0031265820393601806,raise_minus_fold,185,-4.551064995503517,1.58728089256862
repeat-old minus first-old,40,53s,0.0031265820393601806,raise_minus_call,185,-2.47481314742067,1.4060810593201163
repeat-old minus first-old,41,54s,0.0031308951109540934,call_minus_fold,203,3.381136690241117,1.0578781974524032
repeat-old minus first-old,41,54s,0.0031308951109540934,raise_minus_fold,203,1.567814674773614,1.5987157135870333
repeat-old minus first-old,41,54s,0.0031308951109540934,raise_minus_call,203,-1.8133220154675027,1.872901808963855
repeat-old minus first-old,42,55,0.004657575877138198,call_minus_fold,316,0.3653680433111052,0.6873205148066357
repeat-old minus first-old,42,55,0.004657575877138198,raise_minus_fold,316,1.55047201438129,1.8164203875490408
repeat-old minus first-old,42,55,0.004657575877138198,raise_minus_call,316,1.185103971070185,1.7590062015387424
repeat-old minus first-old,43,65o,0.00929613453637491,call_minus_fold,637,-0.20540267581402466,0.2368962968453258
repeat-old minus first-old,43,65o,0.00929613453637491,raise_minus_fold,637,-6.59844784292404,0.7195963829171353
repeat-old minus first-old,43,65o,0.00929613453637491,raise_minus_call,637,-6.3930451671100155,0.6824973048366668
repeat-old minus first-old,44,75o,0.009262819728927278,call_minus_fold,616,-1.6725833627939766,0.5006084897464979
repeat-old minus first-old,44,75o,0.009262819728927278,raise_minus_fold,616,0.758753310437592,1.0359346857545446
repeat-old minus first-old,44,75o,0.009262819728927278,raise_minus_call,616,2.431336673231568,1.1675217580921
repeat-old minus first-old,45,85o,0.00922848563056146,call_minus_fold,584,0.2816727583504745,0.28946169749820005
repeat-old minus first-old,45,85o,0.00922848563056146,raise_minus_fold,584,1.6661063615004141,0.5678519165588991
repeat-old minus first-old,45,85o,0.00922848563056146,raise_minus_call,584,1.3844336031499398,0.6027881918463698
repeat-old minus first-old,46,95o,0.009162899588821865,call_minus_fold,554,-0.09643806139153363,0.30767872232835436
repeat-old minus first-old,46,95o,0.009162899588821865,raise_minus_fold,554,0.3675685240128367,0.7970595026647158
repeat-old minus first-old,46,95o,0.009162899588821865,raise_minus_call,554,0.46400658540437034,0.7491404242674051
repeat-old minus first-old,47,T5o,0.00912221426095563,call_minus_fold,603,0.08006477752602842,0.28115370527765665
repeat-old minus first-old,47,T5o,0.00912221426095563,raise_minus_fold,603,3.5495013713380072,0.7116270225585636
repeat-old minus first-old,47,T5o,0.00912221426095563,raise_minus_call,603,3.469436593811979,0.7302617601607782
repeat-old minus first-old,48,J5o,0.009103041684525784,call_minus_fold,584,-0.15021683717536394,0.2445509034602743
repeat-old minus first-old,48,J5o,0.009103041684525784,raise_minus_fold,584,-4.33693898467535,0.8146042835735029
repeat-old minus first-old,48,J5o,0.009103041684525784,raise_minus_call,584,-4.186722147499985,0.813571898799458
repeat-old minus first-old,49,Q5o,0.009012392671723315,call_minus_fold,604,-0.4360618773265206,0.2718234403525795
repeat-old minus first-old,49,Q5o,0.009012392671723315,raise_minus_fold,604,-5.246941474953938,0.7593783354457078
repeat-old minus first-old,49,Q5o,0.009012392671723315,raise_minus_call,604,-4.810879597627418,0.7294374329027173
repeat-old minus first-old,50,K5o,0.008922321679882108,call_minus_fold,596,0.13426388005505574,0.2154248670751286
repeat-old minus first-old,50,K5o,0.008922321679882108,raise_minus_fold,596,5.462327400454447,1.345025652828328
repeat-old minus first-old,50,K5o,0.008922321679882108,raise_minus_call,596,5.3280635203993905,1.3433370204263868
repeat-old minus first-old,51,A5o,0.008629658602692861,call_minus_fold,613,-0.7984406677165642,0.37771383554053667
repeat-old minus first-old,51,A5o,0.008629658602692861,raise_minus_fold,613,-0.7634744403550869,1.083247567278847
repeat-old minus first-old,51,A5o,0.008629658602692861,raise_minus_call,613,0.03496622736147718,1.0899822128003405
repeat-old minus first-old,52,62s,0.003143117301803553,call_minus_fold,186,-2.0405634478834993,1.7373000729166608
repeat-old minus first-old,52,62s,0.003143117301803553,raise_minus_fold,186,6.9600714228789435,1.6137759292008442
repeat-old minus first-old,52,62s,0.003143117301803553,raise_minus_call,186,9.000634870762443,2.364895488191469
repeat-old minus first-old,53,63s,0.00312662544208757,call_minus_fold,208,1.669850295772512,0.5316606084694139
repeat-old minus first-old,53,63s,0.00312662544208757,raise_minus_fold,208,-0.41927592792120616,1.7865227917222752
repeat-old minus first-old,53,63s,0.00312662544208757,raise_minus_call,208,-2.089126223693718,1.8598047552955828
repeat-old minus first-old,54,64s,0.003124612815858345,call_minus_fold,218,1.1716192434720192,0.44208833516564944
repeat-old minus first-old,54,64s,0.003124612815858345,raise_minus_fold,218,-5.758473876150894,1.3465663937854275
repeat-old minus first-old,54,64s,0.003124612815858345,raise_minus_call,218,-6.930093119622913,1.311635485369235
repeat-old minus first-old,55,65s,0.003105130327599686,call_minus_fold,199,-8.193915410463562,1.7549376977441438
repeat-old minus first-old,55,65s,0.003105130327599686,raise_minus_fold,199,7.9017735367473145,1.2028070883743063
repeat-old minus first-old,55,65s,0.003105130327599686,raise_minus_call,199,16.095688947210878,2.3143737545724328
repeat-old minus first-old,56,66,0.004657822776008899,call_minus_fold,320,1.0115501960319027,0.6137140805583557
repeat-old minus first-old,56,66,0.004657822776008899,raise_minus_fold,320,-2.683199170997338,0.8014896885475432
repeat-old minus first-old,56,66,0.004657822776008899,raise_minus_call,320,-3.694749367029241,0.9963170215026722
repeat-old minus first-old,57,76o,0.009263066647623712,call_minus_fold,646,-1.416299007758179,0.3957107086996831
repeat-old minus first-old,57,76o,0.009263066647623712,raise_minus_fold,646,4.454792020467501,1.1991884718832828
repeat-old minus first-old,57,76o,0.009263066647623712,raise_minus_call,646,5.871091028225679,1.2025089006178897
repeat-old minus first-old,58,86o,0.009228732549257894,call_minus_fold,609,-5.377525296893441,0.7252177128848037
repeat-old minus first-old,58,86o,0.009228732549257894,raise_minus_fold,609,0.8719998704538714,0.9515511489238458
repeat-old minus first-old,58,86o,0.009228732549257894,raise_minus_call,609,6.249525167347311,1.1030036398038796
repeat-old minus first-old,59,96o,0.009163146507518297,call_minus_fold,602,-0.035908555864779666,0.27259882180815237
repeat-old minus first-old,59,96o,0.009163146507518297,raise_minus_fold,602,0.3974192399062245,0.6369645900931524
repeat-old minus first-old,59,96o,0.009163146507518297,raise_minus_call,602,0.4333277957710043,0.6476119053546031
repeat-old minus first-old,60,T6o,0.009122461179652064,call_minus_fold,603,-0.8003372921875037,0.3888534028503867
repeat-old minus first-old,60,T6o,0.009122461179652064,raise_minus_fold,603,0.07493746733636591,0.6100038140041368
repeat-old minus first-old,60,T6o,0.009122461179652064,raise_minus_call,603,0.8752747595238697,0.6309022525562547
repeat-old minus first-old,61,J6o,0.009103288603222215,call_minus_fold,559,-0.5249685457122757,0.4024739906912182
repeat-old minus first-old,61,J6o,0.009103288603222215,raise_minus_fold,559,-9.533575278172105,1.080221308689966
repeat-old minus first-old,61,J6o,0.009103288603222215,raise_minus_call,559,-9.00860673245983,1.021136880152771
repeat-old minus first-old,62,Q6o,0.009012639590419749,call_minus_fold,545,-0.071933529054881,0.3082075680597484
repeat-old minus first-old,62,Q6o,0.009012639590419749,raise_minus_fold,545,-6.804932049674569,1.2941271826495306
repeat-old minus first-old,62,Q6o,0.009012639590419749,raise_minus_call,545,-6.732998520619688,1.2830283779591962
repeat-old minus first-old,63,K6o,0.008922569928609137,call_minus_fold,546,-0.995059895941047,0.34586414898380646
repeat-old minus first-old,63,K6o,0.008922569928609137,raise_minus_fold,546,8.225174570930825,1.5343488484608572
repeat-old minus first-old,63,K6o,0.008922569928609137,raise_minus_call,546,9.22023446687187,1.5723609068567352
repeat-old minus first-old,64,A6o,0.008629688899514034,call_minus_fold,546,-0.07928955646155104,0.4171251226060063
repeat-old minus first-old,64,A6o,0.008629688899514034,raise_minus_fold,546,1.5654981189602608,1.1645329055299694
repeat-old minus first-old,64,A6o,0.008629688899514034,raise_minus_call,546,1.6447876754218118,1.1193876704324563
repeat-old minus first-old,65,72s,0.0031320123662733814,call_minus_fold,205,-0.0727520969386874,0.49274225204184385
repeat-old minus first-old,65,72s,0.0031320123662733814,raise_minus_fold,205,-3.852211892595611,1.7320534129606795
repeat-old minus first-old,65,72s,0.0031320123662733814,raise_minus_call,205,-3.779459795656923,1.7283795091445306
repeat-old minus first-old,66,73s,0.003115520506557398,call_minus_fold,213,0.40176784136296095,0.4706444739153323
repeat-old minus first-old,66,73s,0.003115520506557398,raise_minus_fold,213,0.1374162169796349,1.0909393485844427
repeat-old minus first-old,66,73s,0.003115520506557398,raise_minus_call,213,-0.264351624383326,0.8858951108984725
repeat-old minus first-old,67,74s,0.0031134519845372947,call_minus_fold,231,-5.720005626733264,1.4617290610101221
repeat-old minus first-old,67,74s,0.0031134519845372947,raise_minus_fold,231,-8.626394098471469,1.294828351303354
repeat-old minus first-old,67,74s,0.0031134519845372947,raise_minus_call,231,-2.9063884717382056,1.3643054838501436
repeat-old minus first-old,68,75s,0.0030925460922791082,call_minus_fold,214,-0.88708766726228,0.5478868858776238
repeat-old minus first-old,68,75s,0.0030925460922791082,raise_minus_fold,214,1.0462010843651557,1.6795655051816503
repeat-old minus first-old,68,75s,0.0030925460922791082,raise_minus_call,214,1.9332887516274355,1.6272803178554998
repeat-old minus first-old,69,76s,0.003094107729029421,call_minus_fold,209,-0.15002958742126382,0.5621430995586181
repeat-old minus first-old,69,76s,0.003094107729029421,raise_minus_fold,209,5.085445980203307,1.973770087361126
repeat-old minus first-old,69,76s,0.003094107729029421,raise_minus_call,209,5.23547556762457,1.9668511603262375
repeat-old minus first-old,70,77,0.004624507869432617,call_minus_fold,325,-0.6374464920762517,0.8864213508668983
repeat-old minus first-old,70,77,0.004624507869432617,raise_minus_fold,325,3.1202520154063613,1.7732370006967981
repeat-old minus first-old,70,77,0.004624507869432617,raise_minus_call,325,3.7576985074826132,1.4688704559014416
repeat-old minus first-old,71,87o,0.009195417741810262,call_minus_fold,584,1.6105611734180525,0.5100322753851394
repeat-old minus first-old,71,87o,0.009195417741810262,raise_minus_fold,584,2.8982463931003304,1.1051106339696462
repeat-old minus first-old,71,87o,0.009195417741810262,raise_minus_call,584,1.287685219682278,0.9944883352415007
repeat-old minus first-old,72,97o,0.009129831700070664,call_minus_fold,628,-3.8167037207020758,0.6134537240904792
repeat-old minus first-old,72,97o,0.009129831700070664,raise_minus_fold,628,2.728246495287026,0.7705683544937912
repeat-old minus first-old,72,97o,0.009129831700070664,raise_minus_call,628,6.544950215989102,0.9487336547141076
repeat-old minus first-old,73,T7o,0.009089146372204432,call_minus_fold,592,-0.15269223094847614,0.3282912430233885
repeat-old minus first-old,73,T7o,0.009089146372204432,raise_minus_fold,592,6.763536466428611,0.7205462632584023
repeat-old minus first-old,73,T7o,0.009089146372204432,raise_minus_call,592,6.916228697377087,0.6891205235219867
repeat-old minus first-old,74,J7o,0.009069973795774582,call_minus_fold,561,-0.2810637334235838,0.25052731871865214
repeat-old minus first-old,74,J7o,0.009069973795774582,raise_minus_fold,561,-5.453271819214154,0.8225668240258097
repeat-old minus first-old,74,J7o,0.009069973795774582,raise_minus_call,561,-5.1722080857905715,0.8285271247908981
repeat-old minus first-old,75,Q7o,0.008979324782972116,call_minus_fold,560,-0.49723206559369715,0.30303937681691995
repeat-old minus first-old,75,Q7o,0.008979324782972116,raise_minus_fold,560,0.5861674713783736,0.6641844910225477
repeat-old minus first-old,75,Q7o,0.008979324782972116,raise_minus_call,560,1.0833995369720706,0.6873984036210123
repeat-old minus first-old,76,K7o,0.008889249585588644,call_minus_fold,634,-1.972356796758219,0.6221837422717339
repeat-old minus first-old,76,K7o,0.008889249585588644,raise_minus_fold,634,-5.360888735011145,0.8012642042764514
repeat-old minus first-old,76,K7o,0.008889249585588644,raise_minus_call,634,-3.388531938252927,0.9144606666574621
repeat-old minus first-old,77,A7o,0.008596451115028006,call_minus_fold,556,-0.23991847148802278,0.4530037050897347
repeat-old minus first-old,77,A7o,0.008596451115028006,raise_minus_fold,556,-1.1854206634380045,1.328656458124954
repeat-old minus first-old,77,A7o,0.008596451115028006,raise_minus_call,556,-0.9455021919499819,1.2904347891794132
repeat-old minus first-old,78,82s,0.003120567667112555,call_minus_fold,192,-9.614078795794992,1.795591709354514
